"DATA (YYYY-MM-DD)","temp_avg"
2021-11-07,"20.7958333333333"
2021-11-08,"21.2708333333333"
2021-11-09,"21.2958333333333"
2021-11-10,"20.95"
2021-11-11,"20.0541666666667"
2021-11-12,"18.9458333333333"
2021-11-13,"18.2833333333333"
2021-11-14,"20.3416666666667"
2021-11-15,"21.1875"
2021-11-16,"22.7791666666667"
2021-11-17,"24.3416666666667"
2021-11-18,"24.0666666666667"
2021-11-19,"22.9666666666667"
2021-11-20,"21.6458333333333"
2021-11-21,"20.8416666666667"
2021-11-22,"20.875"
2021-11-23,"22.1125"
2021-11-24,"21.7"
2021-11-25,"23.2625"
2021-11-26,"25.525"
2021-11-27,"26.4416666666667"
2021-11-28,"24.0083333333333"
2021-11-29,"26.3166666666667"
2021-11-30,"24.9416666666667"
2021-12-01,"24.8791666666667"
2021-12-02,"24.0708333333333"
2021-12-03,"23.1833333333333"
2021-12-04,"22.9"
2021-12-05,"24.7166666666667"
2021-12-06,"24.4916666666667"
2021-12-07,"22.0833333333333"
2021-12-08,"20.7583333333333"
2021-12-09,"21.7458333333333"
2021-12-10,"22.2625"
2021-12-11,"24.0125"
2021-12-12,"24.8791666666667"
2021-12-13,"24.8666666666667"
2021-12-14,"26.2208333333333"
2021-12-15,"27.475"
2021-12-16,"27.2541666666667"
2021-12-17,"25.6375"
2021-12-18,"24.0875"
2021-12-19,"23.0916666666667"
2021-12-20,"22.9208333333333"
2021-12-21,"24.9625"
2021-12-22,"26.4625"
2021-12-23,"23.45"
2021-12-24,"22.7375"
2021-12-25,"22.0708333333333"
2021-12-26,"23.2291666666667"
2021-12-27,"23.3833333333333"
2021-12-28,"23.475"
2021-12-29,"24.6041666666667"
2021-12-30,"23.9583333333333"
2021-12-31,"23.5041666666667"
2022-01-01,"25.0541666666667"
2022-01-02,"26.2791666666667"
2022-01-03,"27.4166666666667"
2022-01-04,"28.0541666666667"
2022-01-05,"28.3458333333333"
2022-01-06,"26.0208333333333"
2022-01-07,"24.0791666666667"
2022-01-08,"23.2666666666667"
2022-01-09,"22.1708333333333"
2022-01-10,"21.9083333333333"
2022-01-11,"23.5791666666667"
2022-01-12,"24.6583333333333"
2022-01-13,"25.4916666666667"
2022-01-14,"27.0083333333333"
2022-01-15,"26.1208333333333"
2022-01-16,"26.3916666666667"
2022-01-17,"27.0666666666667"
2022-01-18,"29.0666666666667"
2022-01-19,"27.0375"
2022-01-20,"26.5208333333333"
2022-01-21,"26.2833333333333"
2022-01-22,"26.0625"
2022-01-23,"26.1375"
2022-01-24,"26.6416666666667"
2022-01-25,"27.1791666666667"
2022-01-26,"27.95"
2022-01-27,"30.3625"
2022-01-28,"26.1541666666667"
2022-01-29,"24.9916666666667"
2022-01-30,"24.7291666666667"
2022-01-31,"25.0916666666667"
2022-02-01,"26.3708333333333"
2022-02-02,"24.8625"
2022-02-03,"25.4916666666667"
2022-02-04,"26.2625"
2022-02-05,"28.2208333333333"
2022-02-06,"27.95"
2022-02-07,"25.7666666666667"
2022-02-08,"23.6291666666667"
2022-02-09,"22.1375"
2022-02-10,"22.525"
2022-02-11,"22.9708333333333"
2022-02-12,"23.8291666666667"
2022-02-13,"24.2166666666667"
2022-02-14,"26.125"
2022-02-15,"24.8291666666667"
2022-02-16,"24.7708333333333"
2022-02-17,"24.5041666666667"
2022-02-18,"23.5416666666667"
2022-02-19,"23.5333333333333"
